burst_num,slope,intercept,r_value,p_value,std_err,min_time,max_time
1467,-0.0730894002459697,526.4748064195408,-0.29033334359339097,6.52183802482501e-34,0.005887865979496033,-80.70400000000001,110.208
1468,-0.13629827948062573,504.8902348785805,-0.6697997227097914,0.0,0.002963327459511875,-119.552,209.856
1472,-0.27138601828231673,484.1238835970201,-0.5663469500274388,1.5089458114688984e-84,0.012602721662887338,-47.68,64.19200000000001
1481,-1.3259947505660834,760.799605853842,-0.6802758851388854,1.7235728236234408e-53,0.07309758708690549,-17.408,25.216
1515,0.2946968660462178,864.9678071841698,0.872508580172113,0.0,0.003047208467623979,-119.808,286.976
1518,0.010180311772080808,492.6123634503494,0.011163793908604773,0.8033507358670163,0.04086086270650375,-24.32,25.28
1533,0.06679238733553193,532.727067788063,0.5171210114009801,5.682195525424154e-190,0.0020974804786157825,-118.4,359.744
1540,0.03463869539471807,502.31625457467,0.2315345305761819,4.957414947909719e-34,0.002808724141909246,-118.784,223.936
1541,0.0704901054048296,484.4694600447115,0.1770905937277382,5.073458930646193e-13,0.009679583602062175,-11.264,172.8
1546,0.05777070525156248,1091.51926902677,0.1263248359790299,3.173049951553543e-06,0.012346926631723628,-87.168,66.304
1551,0.16360711640045464,836.0867772175195,0.4957522407674353,9.990024242716163e-115,0.00668523333969916,-89.98400000000001,116.992
1552,0.00643593925149509,532.6075607373115,0.040668748102800543,0.042898659326415664,0.003177083884670778,-119.808,196.608
1553,0.6396572933012402,771.1857764324442,0.4953006013620137,2.619200483845168e-32,0.050274119949112746,-24.064,25.152
1558,-0.10877980932755889,487.39798522297593,-0.463260622354347,1.9294200450166282e-92,0.005014745591931468,-92.864,116.992
1559,-0.012419611333324289,481.4299218942986,-0.06326792888732514,0.004407125544446286,0.004356752244286104,-100.416,133.184
1561,-0.2279728574316396,627.1903754076804,-0.6011753376580781,6.890842459958943e-140,0.008058750890796164,-69.76,92.544
1566,-0.06315748451661908,741.929125,-0.05368030614739487,0.23084387645830937,0.05264638306846683,-24.064,24.064
1567,0.12740392546887916,482.34362480617165,0.3288022712936945,1.919689307426934e-28,0.011186945739165068,-53.248000000000005,68.992
1574,-0.06536922452834902,506.6217839415572,-0.24183884192916363,9.584355531994662e-35,0.005236128946176682,199.744,360.384
1578,-0.03517768541442301,509.9203062367646,-0.11084397364843414,6.883751752809987e-05,0.008809001452420312,-61.44,84.672
1579,0.027334118990760194,501.28337292002624,0.23603780268644545,5.706615723954725e-39,0.002063154938588156,-118.784,300.48
1580,-0.04808355472542664,518.3359265809154,-0.2784137021175497,3.920479242863502e-44,0.003381020185973479,-119.552,159.616
1586,0.042005355290901374,463.17863507900745,0.40090684003626287,6.929525571589352e-121,0.0017184452812225232,-118.784,359.36
1588,-0.0988995448155505,813.9854091417365,-0.07791729509321074,0.081758999734308,0.05670526861401615,-24.128,24.384
1590,0.0916526133655133,476.12101335979446,0.5277336926177781,6.162477180326522e-193,0.00284427248860887,-119.808,268.416
1601,0.1316097580766431,930.4285172981882,0.5402239203888657,1.9139658547060766e-192,0.004069430071712542,-118.4,198.848
1604,0.11486948337796302,466.59303419167463,0.08638828174421419,0.009517173532288446,0.04420638792141961,54.208,111.744
1606,0.5016983135465872,545.215010750257,0.9819104633222148,0.0,0.0016737409910208248,-118.784,361.408
1609,0.17143349914221054,473.9915609712234,0.17653608755512532,5.743844445616427e-07,0.034007410098784226,-36.352000000000004,58.752
1611,-0.015238323372791612,793.0959822809388,-0.0672149334586951,0.0015923450089256547,0.0048203602257981745,-110.4,144.0
1623,0.013195458702358012,586.6723287000837,0.09126590730828234,8.486793771259338e-07,0.0026740868790370432,-119.488,265.92
1625,0.3244074243419362,513.706355661673,0.46460893443637163,4.087634276768223e-55,0.019493985414281132,-44.032000000000004,68.992
1626,0.07717238010676357,729.3213837378901,0.30756618269069913,7.987582563268108e-43,0.005485981008855326,-95.744,125.568
1628,-0.019481501947422642,535.6678171821121,-0.11317656786530261,5.6966932470867e-08,0.003577078009806435,-111.36,147.45600000000002
1634,0.004251472474728809,959.5584261518545,0.002996873119205246,0.9467054593943497,0.06357031943663981,-24.256,25.408
1635,0.3288597176971104,1119.797358934202,0.21087994711689367,1.9627974338332123e-06,0.06830976757499571,-24.256,24.64
1636,0.15650738982150716,543.7387005811543,0.1511885909341601,0.0006945173456419783,0.045854292843971925,-25.088,25.472
1637,0.2255063281640652,528.2679282037261,0.2074465862432167,0.0003267558124279841,0.06201932145706888,-21.632,17.664
1642,-0.04182478996571763,588.2735782707019,-0.3006986009242284,1.1270394249110125e-61,0.00246418724811691,-111.616,338.88
1646,-0.08653968090338941,586.2066764198323,-0.37389721187522545,1.106967217381358e-54,0.005348293505473648,258.24,361.408
1651,0.07770790667616789,451.71548455216924,0.10958007173060397,0.011433805275090457,0.030617692318214092,-26.048000000000002,34.816
1652,0.017058041122436515,543.3248949670271,0.14994494572889297,2.9616973831738714e-17,0.0020075377436640602,-118.784,286.912
1653,0.001336106349752721,548.810671100339,0.008681433085733391,0.6488875565430701,0.00293418805109132,-119.552,247.872
1655,0.23169623856923494,598.5631320739101,0.8356774800494976,0.0,0.002880289303513271,-119.808,270.336
1656,-6.300228376503242,2790.1647201665137,-0.9388268954027293,1.846463484368436e-22,0.34451988344806483,357.952,360.896
1657,0.0067806208593668696,492.5962661634939,0.015387921646284695,0.6576106251927016,0.015293223127525341,-48.192,55.36
1659,-0.017862984256669042,478.93328384503786,-0.018556255545817184,0.6789271239938997,0.043129479319907925,-24.832,24.192
1660,-0.053013722502746774,553.5894948397377,-0.3257939527102838,1.2028507979257888e-67,0.0029651187600036578,-118.912,215.808
1661,-0.0743494308987114,528.0008147245745,-0.39753620407863066,1.2112917981561562e-87,0.0035861647018827054,-112.19200000000001,149.12
1662,-0.07652428454641534,492.5012951084219,-0.07914551181146369,0.07704546509462079,0.04319105611607766,-24.192,24.448
1663,-0.05760041862532363,772.13137434569,-0.24705468324068336,1.3038385849030786e-32,0.004767076703780057,-108.16,145.536
1664,0.03175759051679439,499.74847175434587,0.03636869219909207,0.4171005556949188,0.03910369367287562,-24.768,29.312
1665,-0.12378767124524594,468.38453879452015,-0.1373906428709155,0.002076461444140372,0.039991479724095017,-24.192,24.128
1667,0.3129463853789965,572.6844181017888,0.25259544476556184,3.724152444222457e-26,0.02909101448714301,-86.784,107.84
1676,0.03633074277061662,523.949449988129,0.2382029283393186,1.841181737163651e-36,0.002838696242995177,-118.784,214.272
1679,-0.0063640857065482455,463.3663483842885,-0.0050427099763775615,0.9325738339999269,0.075152243950437,-15.744,17.728
1680,0.05774349711233435,533.2084455838152,0.060220062375944294,0.17881532283719978,0.04289022295612606,-24.576,24.448
1683,0.16001984492738422,509.75416745247566,0.1815404540906266,4.442261791552995e-05,0.038842633179676775,-24.256,28.544
1687,-0.06572157006590516,525.0055224846393,-0.33045256947117935,9.046613703609535e-53,0.004174443558389666,-110.912,133.056
1693,-0.04050380104604631,524.217689268655,-0.0747016240527735,0.05583532916174794,0.021142761744571782,-36.800000000000004,44.096000000000004
1694,-0.025800972853727937,656.421453786788,-0.022790599665958682,0.6111701615238383,0.0507169163323888,-24.128,24.512
1700,0.11336551839293083,551.994712157351,0.41140791159884227,1.0611295999562177e-61,0.006524056615488171,-76.416,100.672
1701,-0.08501945497704252,593.8652367700483,-0.09270214242019506,0.03825065565939896,0.040920385271969235,-25.024,27.776
1704,-0.22481642181951572,580.0141908890675,-0.05028509041009373,0.3838694586211506,0.25779731919038673,17.856,37.12
1709,-0.15292569340553236,715.2873300869607,-0.13286710060020354,0.002913016319904103,0.051118799168978,-24.064,27.776
1711,0.5888668516055939,903.1981546904332,0.3571447572311713,1.2411779469815002e-12,0.0800648046317009,-17.6,24.32
1714,0.10835337587574026,633.6298803018661,0.3413914716638541,1.315082954120353e-41,0.007770205105568491,-74.24,94.784
1717,0.08305612671294878,537.0135385414238,0.18613821254820756,1.382489909540547e-08,0.0145012691966496,-45.76,58.496
1730,-0.09805443311052771,548.0946400680892,-0.4371932343629793,2.2230868361377316e-91,0.0045819901486888834,-97.85600000000001,125.952
1731,-0.32470585497977356,617.9640229119573,-0.5672237398529089,3.370310533685791e-85,0.01501393318789267,-52.544000000000004,60.160000000000004
1733,-0.140980293973746,852.2318635654367,-0.5312420675514377,5.526070168577571e-168,0.004686078234245174,-116.992,147.712
1734,-0.0205980287614453,511.4594207473966,-0.1271837838053607,1.838363944761469e-10,0.00321794538638724,-119.04,186.368
1736,0.04635850941226854,784.05325,0.040796482271172725,0.36264698261587336,0.05087803903712201,-24.192,24.192
1740,-0.30018788042991884,608.8310005111391,-0.8956990778375978,0.0,0.002859531717138923,-118.208,255.296
1741,-0.38011072477045843,870.3173467476634,-0.2958831036601815,1.5350197211971638e-11,0.05504489657642891,-24.576,24.192
1742,-0.33253536858239413,870.7461379272585,-0.8670486646236021,0.0,0.0038262233386763263,-119.808,219.20000000000002
1747,0.06817851676472896,546.2059814985411,0.06754307577164256,0.13149011119621634,0.045129356087501765,-24.512,27.072
1760,0.03881259395973745,1097.8301649849666,0.027707950909740514,0.5364852992290856,0.06274611099177688,-24.256,24.576
1791,-0.05317556475940274,514.6849557433736,-0.05612113536924463,0.2102954874398017,0.042392203263634236,-24.512,25.728
1806,0.07112054918030401,503.1820825810823,0.3063824034533174,1.0694122781527648e-43,0.0050039065360961785,-97.85600000000001,122.944
1807,0.05217389685620347,507.8390651982445,0.34847180631866925,8.350078867365184e-79,0.0026864044805087243,-119.04,236.928
1815,-0.02387887649851758,602.883239306331,-0.05428154038448531,0.05641182305393933,0.012504415047930222,-27.136,112.19200000000001
1819,0.045324227466512754,514.9405352318544,0.2882105197653818,6.716849928852669e-52,0.0029252760002030313,-119.296,210.56
1830,-0.17314375451442146,615.6872292306429,-0.41022817529833394,6.7779671901064e-33,0.013826657285748863,311.744,361.408
1851,-0.10311091262479875,536.5794517209845,-0.09637562476151113,0.03153045651393782,0.04781566945565764,-24.384,25.28
1883,0.0291626000310094,535.2472042321266,0.07802937565222785,0.01016966256823314,0.011327349970921321,-54.208,72.32000000000001
1885,0.022798507061022356,504.7147630485009,0.1406358871051556,8.46927854871885e-13,0.0031709019375160906,-106.49600000000001,249.40800000000002
1922,0.10293102337633626,434.9686300119945,0.29749529547640025,3.964318186399107e-22,0.010394007262343309,-53.632,68.8
1924,-0.09834875799698696,531.5508313370858,-0.3732228712590233,5.159623880888996e-56,0.006003927666313648,-94.208,98.24000000000001
1953,0.6289091871865767,531.07712518798,0.5705193849475485,1.632244663847337e-44,0.04056918620712395,-26.048000000000002,25.92
1956,-0.045218105190204735,507.99032826992374,-0.09931770396237771,0.003254513288914538,0.01532418536779081,-43.072,57.984
1967,-0.044400690373848785,534.3940257894976,-0.1697787100018188,9.773411295210274e-12,0.00647148116465099,-77.184,104.896
1968,-0.26414254884646976,1097.157547438437,-0.18478965619284743,3.2169498943835856e-05,0.0629508361709414,-24.704,24.64
1974,-0.034662585664857824,662.4262850265364,-0.03464149301804906,0.4625408463571371,0.04714084437235036,-21.248,29.76
1982,-0.018540647753198337,503.3665434476641,-0.23883408820768431,3.331630841922325e-38,0.001413546283442009,-248.832,275.072
1991,0.21539809032625667,597.2498975306796,0.8463639277385151,0.0,0.002515310759520758,-119.04,287.36
1993,0.006449313944843419,1167.1763832726813,0.019366064659841045,0.39835680061042644,0.007634584906629284,-93.248,123.712
1997,-0.1512170847528796,1321.8121489314908,-0.5558609442598328,1.117653692315156e-224,0.004295970688732025,-119.488,243.264
2003,-0.015920638777106904,485.04206622308607,-0.016251118540825962,0.7169780608059099,0.04389400444361286,-24.192,24.64
2018,0.09058667421634127,536.0002559463861,0.23717284062420496,2.3515248369991716e-14,0.011698458320395372,-51.904,68.672
2019,-0.3166364906126409,590.149042865515,-0.6958866372527509,6.454362632453671e-197,0.008880333890347581,-64.96000000000001,87.936
2035,0.12862768913076514,587.3776816271463,0.098932997386299,0.07908631123602773,0.07301172782725912,-16.0,20.928
2037,0.18448477176960473,564.6507287149142,0.16297013142759345,0.0012036523705457995,0.05655551510169593,-18.944,25.216
